timestamp,b1_kecepatan_arus,b1_arah_arus,b1_wave_intensity,b2_kecepatan_arus,b2_arah_arus,b2_wave_intensity,b3_kecepatan_arus,b3_arah_arus,b3_wave_intensity,label,kec_mean,kec_std,kec_max,kec_diff_center,rip_speed_ratio,dir_mean,dir_consistency,dir_diff_center,dir_offshore_b2,wave_mean,wave_max,wave_diff_center
2026-04-01 08:00:00,0.3,103.02,1.5069,0.7812,179.11,1.6449,0.3,95.9,1.5385,Danger,0.4604,0.2778209495340479,0.7812,0.4812,2.6039913200289337,123.78879320740002,0.7959504248254661,79.65000000000003,179.11,1.5634333333333332,1.6449,0.12220000000000009
2026-04-01 08:00:05,0.1399,251.25,0.577,0.0903,268.44,0.9392,0.2099,281.5,0.5447,Safe,0.14670000000000002,0.06008926692846235,0.2099,-0.0846,0.5162920738017507,267.07957363660034,0.9767632973749639,2.0649999999999977,91.56,0.6869666666666667,0.9392,0.3783500000000001
2026-04-01 08:00:10,0.5274,300.45,3.6925,1.2456,154.59,3.0677,0.3748,265.51,2.4222,Danger,0.7159333333333334,0.46500728309708583,1.2456,0.7945,2.7612441559650724,251.63278153618427,0.5022216052265933,128.38999999999996,154.59,3.0608,3.6925,0.01034999999999986
2026-04-01 08:00:15,0.01,111.06,0.4129,0.0631,94.47,0.2453,0.0459,84.39,0.4729,Safe,0.03966666666666666,0.02709323408774474,0.0631,0.03515,2.257522092232836,96.62026674454134,0.9816701511152258,3.2549999999999955,94.47,0.37703333333333333,0.4729,-0.19759999999999997
2026-04-01 08:00:20,1.0174,334.99,4.4184,0.9494,111.23,3.9822,0.8804,348.82,5.0873,Danger,0.9490666666666666,0.06850060826980547,1.0174,0.0004999999999999449,1.0005258715081973,11.686447093354243,0.5191428495053764,129.32500000000005,111.23,4.495966666666667,5.0873,-0.7706500000000003
2026-04-01 08:00:25,0.1832,222.16,0.7659,0.1763,276.94,0.1932,0.203,266.95,0.4114,Safe,0.1875,0.013859653675326815,0.203,-0.01679999999999998,0.9129937183132144,255.80111351627784,0.9154536545535986,32.38500000000002,83.06,0.45683333333333337,0.7659,-0.39544999999999997
2026-04-01 08:00:30,0.2201,76.51,0.5005,0.2213,88.0,0.6147,0.2909,124.14,0.4306,Safe,0.24409999999999998,0.04053442980973088,0.2909,-0.03420000000000001,0.8661414241040153,95.97582128583603,0.9382552930478969,12.324999999999989,88.0,0.5152666666666667,0.6147,0.14915000000000006
2026-04-01 08:00:35,0.3,127.43,1.7825,0.7217,158.85,2.5206,0.3,110.76,1.4462,Danger,0.4405666666666667,0.24346860851726518,0.7217,0.4217,2.4056586478045077,132.19708453123476,0.9403668499209611,39.75499999999997,158.85,1.9164333333333332,2.5206,0.90625
2026-04-01 08:00:40,0.2364,98.52,0.4368,0.2507,116.97,0.6283,0.2622,104.24,0.4862,Safe,0.24976666666666666,0.012925298191273313,0.2622,0.0013999999999999846,1.0056116902860397,106.5666650727205,0.9909636537628759,15.589999999999975,116.97,0.5171,0.6283,0.16679999999999995
2026-04-01 08:00:45,0.3,248.73,0.9795,0.7063,181.65,1.7437,0.3,279.84,1.0981,Danger,0.43543333333333334,0.23457741437174498,0.7063,0.40630000000000005,2.354325485581715,238.52220262637752,0.7605796352909548,82.63499999999996,178.35,1.2737666666666667,1.7437,0.7048999999999999
2026-04-01 08:00:50,0.3,83.71,0.9289,1.0163,184.27,2.9383,0.3653,106.28,0.6383,Danger,0.5605333333333333,0.396053611690808,1.0163,0.68365,3.0551539000333685,121.85944222963661,0.7375979974381153,89.27499999999998,175.73,1.5018333333333331,2.9383,2.1547
2026-04-01 08:00:55,0.1355,216.81,0.6824,0.0252,258.72,0.0888,0.1001,198.64,0.754,Safe,0.08693333333333335,0.056316457038181424,0.1355,-0.0926,0.2139200855680342,224.33946392507625,0.9059213540838114,50.99500000000003,101.27999999999997,0.5084,0.754,-0.6294
2026-04-01 08:01:00,0.1235,266.38,0.7859,0.1172,236.32,0.7294,0.1179,256.26,0.3607,Safe,0.11953333333333334,0.003453018003621372,0.1235,-0.003500000000000003,0.9709944408082782,253.02443506359418,0.9763871618081369,25.0,123.68,0.6253333333333334,0.7859,0.15610000000000002
2026-04-01 08:01:05,0.3554,79.12,4.1941,0.9698,153.69,4.1313,0.315,76.52,3.0162,Danger,0.5467333333333333,0.3669429020070198,0.9698,0.6346,2.8931894594586534,101.19522591163523,0.8147379270880103,75.87,153.69,3.780533333333333,4.1941,0.5261500000000003
2026-04-01 08:01:10,0.3732,92.58,4.5493,1.0038,182.42,4.0464,0.3041,62.03,3.9987,Danger,0.5603666666666667,0.38557560002330715,1.0038,0.66515,2.9641134973763554,107.35763417951,0.6425807732073441,105.11500000000001,177.58,4.198133333333334,4.5493,-0.2275999999999998
2026-04-01 08:01:15,0.1567,265.26,0.634,0.1235,270.22,0.5046,0.2233,246.71,0.5948,Safe,0.16783333333333336,0.05082296069035464,0.2233,-0.0665,0.6499965789653739,260.7609614223729,0.984467386817273,14.235000000000014,89.77999999999997,0.5778,0.634,-0.10980000000000001
2026-04-01 08:01:20,0.2562,54.58,0.9308,0.1613,75.93,0.425,0.2739,102.84,0.2406,Safe,0.23046666666666668,0.06055033718595902,0.2739,-0.10375000000000001,0.608562125779567,77.72608584572032,0.9414933612697891,2.780000000000001,75.93,0.5321333333333332,0.9308,-0.1607
2026-04-01 08:01:25,0.138,79.28,0.9133,0.0953,96.5,0.4078,0.1109,92.23,0.613,Safe,0.11473333333333334,0.021606557646541794,0.138,-0.02915000000000001,0.7657632321154509,89.34731392286241,0.9918518413687859,10.745000000000005,96.5,0.6446999999999999,0.9133,-0.35535
2026-04-01 08:01:30,0.3764,89.13,1.156,1.3625,178.94,2.1587,0.3764,101.5,1.6082,Danger,0.7051,0.56932510044789,1.3625,0.9861,3.6198097242037086,120.64706030120597,0.7742469558605826,83.625,178.94,1.6409666666666667,2.1587,0.7766000000000002
2026-04-01 08:01:35,0.3,257.68,1.2616,0.7671,190.96,1.8069,0.3,257.13,1.6432,Danger,0.4557,0.2696803107384742,0.7671,0.4671,2.556991476695078,236.497573727662,0.8562454372885484,66.44499999999996,169.04,1.5705666666666669,1.8069,0.35450000000000004
2026-04-01 08:01:40,0.1368,288.95,0.8905,0.2138,305.45,0.6718,0.1949,262.03,0.4409,Safe,0.18183333333333332,0.040128584990419644,0.2138,0.04794999999999999,1.2891088989514685,285.56237564481734,0.9518162834593632,29.95999999999998,54.55000000000001,0.6677333333333334,0.8905,0.006099999999999994
2026-04-01 08:01:45,0.2136,247.14,0.1502,0.2358,286.4,0.7931,0.2398,268.71,0.3983,Safe,0.22973333333333334,0.014114295353765747,0.2398,0.009099999999999997,1.040136567549327,267.44270630081087,0.9611296412603905,28.475000000000023,73.60000000000002,0.44720000000000004,0.7931,0.51885
2026-04-01 08:01:50,0.171,254.9,0.8077,0.1641,254.84,0.498,0.2382,241.78,0.4453,Safe,0.19110000000000002,0.04093543697091799,0.2382,-0.04050000000000001,0.8020488658413204,250.51513817504366,0.9942088094758106,6.499999999999972,105.16,0.5836666666666667,0.8077,-0.12849999999999995
2026-04-01 08:01:55,0.3,273.57,1.2813,0.9249,185.31,2.5362,0.3,284.58,1.6332,Danger,0.5083000000000001,0.3607861832165972,0.9249,0.6249,3.0829897233675894,251.6759652941392,0.7227833307951436,93.76499999999999,174.69,1.8168999999999997,2.5362,1.0789499999999999
2026-04-01 08:02:00,0.2625,83.0,0.7058,0.3144,79.13,0.4189,0.2748,58.9,0.1914,Safe,0.2839,0.027120287609094417,0.3144,0.04575000000000001,1.1702915678705832,73.71530194406492,0.983063921108846,8.180000000000007,79.13,0.43870000000000003,0.7058,-0.029700000000000004
2026-04-01 08:02:05,0.4369,268.1,1.7127,1.057,180.73,2.6833,0.3,269.63,1.7835,Danger,0.5979666666666666,0.4033845601077628,1.057,0.68855,2.8687668102407105,242.67811889711203,0.7549432599402159,88.13500000000002,179.27,2.059833333333333,2.6833,0.9352
2026-04-01 08:02:10,1.1365,70.55,5.2521,1.2863,80.34,4.4594,1.1706,32.72,3.9746,Danger,1.1978,0.07851681348602982,1.2863,0.13274999999999992,1.1150785704316497,61.4750277844483,0.9368168508658483,28.705000000000013,80.34,4.562033333333334,5.2521,-0.15395000000000092
2026-04-01 08:02:15,0.2459,296.02,0.05,0.2812,278.04,0.558,0.2984,239.47,0.1103,Safe,0.27516666666666667,0.026764964661537164,0.2984,0.009050000000000002,1.0332499237555623,271.4696858805581,0.9170266476295734,10.295000000000016,81.95999999999998,0.23943333333333336,0.558,0.47785000000000005
2026-04-01 08:02:20,0.1856,90.56,0.5927,0.1103,88.1,0.1377,0.1626,90.7,0.702,Safe,0.15283333333333335,0.03858838339880712,0.1856,-0.06379999999999998,0.6335403013193491,89.78672715888608,0.9997828669528394,2.5300000000000296,88.1,0.47746666666666665,0.702,-0.5096499999999999
2026-04-01 08:02:25,0.2299,77.59,0.2651,0.2613,95.87,0.5785,0.246,96.53,0.3293,Safe,0.24573333333333333,0.015701698421932996,0.2613,0.023349999999999982,1.0981252442729805,90.02105119852507,0.9883013114737381,8.810000000000002,95.87,0.3909666666666667,0.5785,0.2813
2026-04-01 08:02:30,0.2464,280.21,0.372,0.2392,288.78,0.4958,0.2303,257.57,0.9137,Safe,0.23863333333333334,0.008064944719794015,0.2464,0.0008499999999999897,1.0035619737278216,275.5778173740948,0.9737727409753788,19.889999999999986,71.22000000000003,0.5938333333333333,0.9137,-0.1470499999999999
2026-04-01 08:02:35,0.3,235.83,2.6131,0.7883,216.54,4.3543,0.3,266.89,2.8099,Danger,0.4627666666666667,0.2819201364452943,0.7883,0.4883,2.627657907806974,239.62139733075725,0.935542890951949,34.82000000000002,143.46,3.2591,4.3543,1.6428000000000003
2026-04-01 08:02:40,0.2033,277.68,0.076,0.2133,260.92,0.2746,0.2921,288.34,0.252,Safe,0.23623333333333332,0.04863962719155374,0.2921,-0.03440000000000004,0.8611188489348043,275.6662484189406,0.9806933957756218,22.089999999999975,99.07999999999998,0.20086666666666667,0.2746,0.1106
2026-04-01 08:02:45,0.3756,49.52,1.5134,1.1487,174.08,2.4362,0.3,100.44,0.7991,Danger,0.6081,0.46969682775168925,1.1487,0.8109000000000001,3.40052279300535,105.91423737528017,0.6402790345160753,99.10000000000002,174.08,1.5829000000000002,2.4362,1.27995
2026-04-01 08:02:50,0.178,91.45,0.3784,0.1584,93.75,0.9533,0.1547,62.29,0.3415,Safe,0.1637,0.01252158136977913,0.178,-0.007949999999999985,0.9522034733785791,82.60250433072365,0.9690157181705624,16.879999999999995,93.75,0.5577333333333333,0.9533,0.59335
2026-04-01 08:02:55,0.1245,272.31,0.2728,0.1536,269.4,0.797,0.0844,276.43,0.6115,Safe,0.12083333333333335,0.03474540737037534,0.1536,0.049149999999999985,1.4705459976448285,272.7130809276221,0.9987334736928772,4.970000000000027,90.60000000000002,0.5604333333333334,0.797,0.35485
